Company/Brand,Sector,Stage,Amount,What_it_does,Founded,Stage_of_funding
Vidyakul,EdTech,Seed funding,500000.0,Vidyakul is an vernacular e-learning platform that helps state board students to learn academics via pre-recorded and live lectures,2018.0,Validation
Jambox Games,Gaming,Seed funding,1100000.0,"A competitive game publishing platform to help developers in India and Southeast Asia to publish their games, and compete with the global incumbents.",2021.0,Validation
Miko,Robotics,Series A,6000000.0,"Miko is an advanced robotics startup focusing on robotics, AI & IoT.",2015.0,Early Traction
SuperK,Retail,Seed funding,800000.0,SuperK is a full-stack solution to empower small format retail stores in India.,2019.0,Validation
TagZ Foods,Food,Series A,500000.0,TagZ Foods is a supplier of snacks and food products.,2019.0,Early Traction
Fuel Buddy,Oil and Energy,Series A,1000000.0,FuelBuddy is the FIRST legal private company in India to have permissions in place to deliver fuel. FUELDELIVERY APP.,2017.0,Early Traction
M1xchange,FinTech,Series A,10000000.0,M1 an online exchange for TReDS set up under the approval RBI to facilitate discounting of invoices on a PAN India basis.,2017.0,Early Traction
Spintly,Tech Startup,Series A,500000.0,Wireless cloud based access control platform,2017.0,Early Traction
EF Polymer,AgriTech,Series A,200000.0,Sustainable Agriculture by creating sustainable inputs solution for agriculture to save water and fertilizer with enhancing yield.,2018.0,Early Traction
boAt,Electronics,Series A,6000000.0,boAt is a consumer electronics and lifestyle company.,2016.0,Early Traction
TruNativ,Food & Beverages,Seed funding,1000000.0,TruNativ Foods & Beverages Pvt Ltd,2019.0,Validation
iBus,Telecommuncation,Series A,21000000.0,iBus Networks is an in-building connectivity solutions company,2010.0,Early Traction
Puresh Daily,Milk startup,Seed funding,100000.0,PUREandFRES-Milk delivers fresh milk directly from its farm to home. Fresh Milk without any trace of chemicals is packed and sealed in glass bottle.,2019.0,Validation
LearnVern,EdTech,Series A,1000000.0,LearnVern.com is a training portal where anyone can learn any course in vernacular languages for free.,2016.0,Early Traction
LimeChat,AI Chatbot,Seed funding,7500000.0,Limechat provides a personalised shopping experience for D2C companies on chat platforms using L3 conversational AI.,2020.0,Validation
Dybo,IT,Seed funding,100000.0,Product Visualisation Technology for Commerce,2019.0,Validation
moEVing,Logistics,Seed funding,1000000.0,"Delivering clean, cost-effective and efficient mobility solutions.",2021.0,Validation
WeWork India,Hospitality,Series A,26000000.0,"Transform buildings into beautiful, collaborative workspaces and provide infrastructure, services, events and tech",2017.0,Early Traction
Solethreads,Fashion,Series A,1000000.0,SOLETHREADS is a ‘Made in India’ footwear brand that’s creating a flip flop revolution.,2018.0,Early Traction
Beldara,E-commerce,Series A,7400000.0,"BELDARA.COM IS A GLOBAL B2B marketplace, enables businesses to sell worldwide.",2018.0,Early Traction
CredFlow,FinTech,Seed funding,2000000.0,CredFlow provides financial solutions to automate your cashflows.,2020.0,Validation
Do Your Thng,Marketing,Series A,1500000.0,World's first shared economy platform for digital assets.,2018.0,Early Traction
Oye Rickshaw,Transportation,Series A,3000000.0,Oye Rickshaw is an electric vehicle energy solutions company that connects people with public transportation using a booking app.,2017.0,Early Traction
Legitquest,LegalTech,Series A,600000.0,LegitQuest is a legal-tech company that operates a legal research platform with Indian case laws.,2017.0,Early Traction
Swiggy,Food delivery,Series A,800000000.0,Swiggy is an on-demand food delivery platform that brings food from neighborhood restaurants directly to customers' doors.,2014.0,Early Traction
AntWak,EdTech,Seed funding,1000000.0,AntWak provides a video platform for e-learning service.,2019.0,Validation
PlayShifu,EdTech,Series B,17000000.0,PlayShifu is an EdTech startup that offers teaching/learning tools for kids (4-12 years of age).,2016.0,Scaling
Pitstop,Automotive,Series B,3500000.0,Pitstop offers general repair and maintenance services for cars through its doorstep service vehicles.,2015.0,Scaling
Lendingkart,FinTech,Debt,15000000.0,Lendingkart is an online financing company dedicated to help entrepreneurs and small businesses with Working Capital Loans.,1999.0,Other
CRED,FinTech,Series D,215000000.0,CRED is a members-only credit card management and bill payments platform that rewards users every time they pay their credit card bills.,2018.0,Scaling
Karnival,SaaS startup,Seed funding,2500000.0,A SAAS platform for retailers and brands to create wonderful post purchase customer journeys using smart receipts technology,2015.0,Validation
PharmEasy,HealthTech,Series E,350000000.0,"PharmEasy is a health tech startup offering services such as teleconsultation, medicine deliveries, and diagnostic test sample collection.",2015.0,Scaling
WESS,Renewable Energy,Seed funding,2000000.0,Waaree is India's Largest Solar Module Manufacturer & fastest growing EPC company with Presence across 68 countries.,1989.0,Validation
ShopSe,FinTech,Series A,5500000.0,Make purchases online or at neighborhood store in easy EMIs through ShopSe.,2020.0,Early Traction
Fantasy Akhada,Fantasy sports,Series A,600000.0,Fantasy Akhada offers fantasy sports platform for cricket and football.,2020.0,Early Traction
Rage Coffee,Food & Beverages,Series A,4000000.0,Rage Coffee is infused with plant based vitamins. These 100% natural extracts are typically found in foods.,2018.0,Early Traction
Groww,FinTech,Series D,83000000.0,Groww is an investment platform that offers a new way of investing money with stockbroking and direct mutual funds.,2017.0,Scaling
Avanti Finance,FinTech,Series A,26000000.0,Avanti Finance lends relatively large but trust-based loans without formal credit footprint.,2016.0,Early Traction
Kudos,FinTech,Series A,4000000.0,"Kudos is a full stack NBFC, a digital lending engine with an in-built API lending protocol layer of over 20+ API’s.",2014.0,Early Traction
OfBusiness,FinTech,Series A,110000000.0,OfBusiness is a financing platform that offers smart financing to SMEs.,2015.0,Early Traction
Superpro.ai,Video communication,Seed funding,3000000.0,Enabling independent professionals to bring offline consulting online with AI,2019.0,Validation
ShareChat,Social Media,Series A,500000000.0,ShareChat is a social networking and regional content platform.,2015.0,Early Traction
WiT-ACE,Skill development,Seed funding,1000000.0,"Offer accelerated career experiences for women by Enabling, Engaging & Employing them to be in decision making roles.",2020.0,Validation
Spinny,Retail,Series C,65000000.0,Spinny is a used car buying platform enabling trustworthy and hassle-free transactions.,2015.0,Scaling
Alteria Capital,FinTech,Debt,150000000000.0,Alteria Capital is a Venture debt firm .,2018.0,Other
Safexpay,FinTech,Series A,6000000.0,SafexPay is set up with the aim to build digital payments businesses and channel platforms encompassing payment gateways,2017.0,Early Traction
PumPumPum,Rental,Series A,700000.0,Pumpumpum is a car rental company.,2018.0,Early Traction
Speciale Invest,FinTech,Series A,10000000.0,Speciale Invest is an early stage investor focusing on Tech-driven/Deep-tech ventures.,2017.0,Early Traction
Eunimart,E-commerce,Series A,700000.0,Eunimart is a one stop solution for merchants to create a difference by selling globally.,2016.0,Early Traction
Meesho,E-commerce,Series A,300000000.0,Meesho operates as an online reselling platform that enables anyone to start a business without investment.,2015.0,Early Traction
CareerLabs,EdTech,Series A,2200000.0,"Aim to help students become future-ready, setting them on a path to success that suits them best.",2019.0,Early Traction
Uable,EdTech,Series A,35000000.0,Uable are on a bold mission to redefine the future for millions of teenagers around the world.,2020.0,Early Traction
Zoko,Tech Startup,Seed funding,140000000.0,"Zoko makes it easy for businesses to do Sales, Marketing & Customer Support on WhatsApp.",2016.0,Validation
GetWork,Recruitment,Seed funding,200000.0,GetWork is a campus recruiting platform to post your jobs and hire across dozens of colleges at once.,2019.0,Validation
Easebuzz,E-commerce,Series A,4000000.0,Easebuzz is an easy to use portal which allows you to start an online business and sell your favorite products with a free online store.,2015.0,Early Traction
Chingari,Social Media,Series A,13000000.0,Chingari operates as a short video platform.,2018.0,Early Traction
DusMinute,Retail,Series A,1100000.0,DusMinute aims to transform how communities live by giving them access to world-class amenities at their doorstep.,2017.0,Early Traction
Onsurity,HealthCare,Series A,4000000.0,Onsurity is an employee healthcare platform providing a monthly healthcare membership with group health insurance to emerging businesses.,2020.0,Early Traction
Karbon Card,FinTech,Series A,4000000.0,Prime objective is to empower Indian startups by creating the right financial products starting with a high-limit corporate credit card with unlimited benefits,2019.0,Early Traction
Factors.AI,SaaS startup,Series A,2000000.0,"Factors.AI is a Marketing Analytics platform providing sophisticated omnichannel, every-touch attribution technology and unparalleled performance insights for Marketers",2020.0,Early Traction
Elevar,Sports,Series A,2000000.0,"A Revolutionary Sports Brand, Engineered For Those Who Want More.",2017.0,Early Traction
Studio Sirah,Computer Games,Series A,800000.0,Studio Sirah is founded with a belief in the increasing sophistication of the Indian gamer and the whitespace of midcore India-first games.,2020.0,Early Traction
OTO Capital,FinTech,Series A,6000000.0,The Future Of Vehicle Ownership!,2018.0,Early Traction
1Bridge,Consumer Goods,Series A,2500000.0,"Village Commerce Network - Bridging Aspirations, Creating Opportunities, Bringing Prosperity & Abundance to our village",2016.0,Early Traction
Skeps,FinTech,Series A,9500000.0,"A blockchain products company, developing a proprietary product in the FinTech space",2018.0,Early Traction
Curefoods,Food & Beverages,Series A,13000000.0,Healthy & nutritious foods and cold pressed juices produced in Edinburgh. Currently distributing wholesale within the Edinburgh region.,2020.0,Early Traction
TartanSense,Information Technology,Series A,5000000.0,TartanSense unlocks value for small farm holders by working at the intersection of robotics and AI assisted computer vision.,2015.0,Early Traction
Bewakoof,Apparel & Fashion,Series A,8000000.0,"Bewakoof is a lifestyle fashion brand that makes creative, distinctive fashion for the trendy, contemporary Indian.",2012.0,Early Traction
Kirana247,Logistics & Supply Chain,Series A,1000000.0,An on-demand FMCG supply chain company leveraging a deep tech-enabled micro warehousing model to serve Kirana stores.,2018.0,Early Traction
NeoDocs,Healthtech,Series A,4000000.0,"Neodocs is a part of India's prominent Social Impact Accelerator program, AISEA.",2020.0,Early Traction
IsGoingOnline,Retail,Series A,200000.0,Kochi-based digital catalogue and marketplace IsGoingOnline,2015.0,Early Traction
Camp K12,EdTech,Series A,12000000.0,"Camp K12 is a global online school for 21st century skills, teaching Coding and other STEAM subjects to kids age 6-18 via LIVE, interactive, gamified online sessions",2010.0,Early Traction
Elda Health,Healthcare,Series A,1500000.0,"Elda Health is a digital wellness platform that understands women intimately and offers a holistic wellness solution through physical, mental and social interventions.",2020.0,Early Traction
Sporjo,SportsTech,Series A,2000000.0,A one stop destination to build a successful career in the Indian sports industry!,2020.0,Early Traction
Advantage Club,HRTech,Series A,1700000.0,"Advantage Club is India's largest employee engagement platform, Provide end to end employee benefit management with state of the art products like:",2014.0,Early Traction
SuperGaming,Gaming,Series A,5500000.0,"At SuperGaming, building India's best gaming company.",2017.0,Early Traction
Ruptok,FinTech,Series A,1000000.0,"Ruptok fintech Pvt. Ltd. is an online gold loan service provider , with attractive interests rate .",2020.0,Early Traction
NeoDocs,Healthtech,Pre-Seed funding,350000.0,"Neodocs is a part of India's prominent Social Impact Accelerator program, AISEA.",2020.0,Ideation
Elda Health,Healthcare,Seed funding,1500000.0,"Elda Health is a digital wellness platform that understands women intimately and offers a holistic wellness solution through physical, mental and social interventions.",2020.0,Validation
O’ Be Cocktails,Wine & Spirits,Series A,400000.0,India’s first and only Ready to Drink Premium Cocktails.,2019.0,Early Traction
Zetwerk,Mechanical & Industrial Engineering,Series E,150000000.0,ZETWERK is a universal manufacturing network powered by new-age technology.,2018.0,Scaling
AppsForBharat,Spiritual,Seed funding,4000000.0,"A mission to assist a billion Indians in their spiritual journey and help them feel happier, peaceful & more content.",2020.0,Validation
Imagimake,Consumer Goods,Series A,4000000.0,"Imagimake – one of the fastest growing and most innovative start-up in the field of Toys, Games & Artist Supplies.",2011.0,Early Traction
Khatabook,Financial Services,Series C,100000000.0,Khatabook is the world's fastest-growing Saas company. It has become India's leading business management app for MSMEs with 50M+ downloads in a remarkably short period of time.,2018.0,Scaling
Smytten,Consumer Goods,Series A,6000000.0,India's largest premium discovery and trial platform!,2015.0,Early Traction
Syook,Industrial Automation,Series A,1000000.0,Syook is building the next generation enterprise IOT platform.,2016.0,Early Traction
Akudo,FinTech,Pre-Seed funding,350000.0,Akudo is pioneering the concept of Learning-First Banking for Teenagers.,2020.0,Ideation
NOTO,Consumer Goods,Series A,500000.0,"A healthy, low-calorie ice cream for the millennial Indian with an incurable sweet tooth.",2019.0,Early Traction
Lumiq,Information Technology,Seed funding,2000000.0,Help enterprises monetize their data and reinvent the digital transformation journey.,2013.0,Validation
CommerceUp,Information Technology,Seed funding,1000000.0,Grow and manage ecommerce business from single dashboard,2018.0,Validation
Breathe Well-being,Health,Series A,5500000.0,"Help people to prevent, manage or reverse Type 2 Diabetes through our clinically proven digital program.",2015.0,Early Traction
Hike,Information Technology,Series A,4000000.0,Hike is an Indian AI-led Unicorn startup that is committed to building a new social future.,2012.0,Early Traction
House of Kieraya,Lifestyle,Series A,15000000.0,"House of Kieraya, well-known for furniture and lifestyle rental brand ?Furlenco",2013.0,Early Traction
goEgoNetwork,Automotive,Series A,2000000.0,"goEgo is a complete E Mobility charging solution, that combines engagement, rewards & adoption through a mix of online and offline channels.",2019.0,Early Traction
Probus,IoT,Bridge,500000.0,"A mission to increase the per capita consumption of electricity in India by 10X, which is presently 1/3 of global average- by reducing the distribution losses in Indian electricity distribution grid.",2017.0,Other
DrinkPrime,Consumer Goods,Series A,1000000.0,India's Smartest Water Purifiers and are redefining water purifier ownership.,2016.0,Early Traction
Smallcase,FinTech,Series C,40000000.0,Smallcase is a new way to invest in the stock markets.,2015.0,Scaling
SATYA MicroCapital,Banking,Series A,10000000.0,Satya MicroCapital Limited is a Delhi based NBFC serving low income entrepreneurs in rural and urban areas.,2017.0,Early Traction
Snack Amor,Food & Beverages,Series A,4000000.0,"Snack Amor aims is to offer a healthy, natural and tasty snacking experience to its customers.",2014.0,Early Traction
Postman,Computer software,Series D,225000000.0,Postman is the collaboration platform for API development.,2014.0,Scaling
Hashnode,Computer software,Series A,6700000.0,The easiest way to start a blog on personal domain for free & connect with the readers through our dev community,2016.0,Early Traction
RACEnergy,Automotive,Seed funding,1300000.0,RACEnergy is working to power the future of mobility through clean and efficient technologies.,2018.0,Validation
BharatPe,FinTech,Debt,20000000.0,The vision to make financial inclusion a reality for Indian merchants.,2018.0,Other
Gyde,Computer software,Seed funding,250000.0,"Gyde is a SAAS product that enables enterprises & SAAS companies to guide their application (web & mobile) users with step-by-step voice assistance, byte-sized training videos & rich help articles.",2019.0,Validation
BatteryPool,Automotive,Seed funding,1000000.0,Building the Operating System for managing Electric Vehicles in fleets.,2018.0,Validation
AgNext,AgriTech,Series A,21000000.0,"AgNext is a fast-growing AgTech company that aims to solve quality and trust in food value chains by making them safer, transparent and fairer.",2016.0,Early Traction
Xpresslane,Tech startup,Pre-Seed funding,400000.0,"Xpresslane makes checkout fast and easy. With a unified identity across all e-commerce merchants, it brings efficiency and perfection in the overall checkout experience of the user.",2019.0,Ideation
LoanKuber,Digital mortgage,Series A,1200000.0,LoanKuber is the lowest cost lender to Yest-to be Bankable - enabling borrowing with trust and confidence.,2016.0,Early Traction
OYO,Hospitality,Series F,5000000.0,OYO is a global travel tech company that connects its patrons and guests.,2013.0,Scaling
Rapido,Information Technology & Services,Series A,52000000.0,Rapido is a bike taxi service spread widely across all of India from Tier 1 to Tier 3 cities.,2015.0,Early Traction
YPay,FinTech,Series A,400000.0,YPay Card is the new way to manage money.,2017.0,Early Traction
SleepyCat,Furniture,Series A,3800000.0,An online sleep solutions company that believes in delivering luxurious sleep to everyone.,2017.0,Early Traction
Ultrahuman,Healthcare,Series A,17500000.0,Ultrahuman is a global health and fitness platform that aids our user to achieve their true physical and mental potential.,2020.0,Early Traction
UpScalio,E-commerce,Series A,42000000.0,"UpScalio is India’s next generation, data-driven consumer goods company.",2021.0,Early Traction
Yellow Class,EdTech,Series A,6000000.0,"Yellow Class is a new-age fun-learning platform where kids between 2-12 years can learn from a wide range of classes like dancing, drawing, personality development, creative writing and so on",2020.0,Early Traction
Yojak,B2B marketplace,Series A,3800000.0,India’s first B2B online marketplace for building material.,2019.0,Early Traction
CreatorStack,Computer software,Series A,2000000.0,Helping creators globally to engage deeply with their fans and communities,2019.0,Early Traction
Expertrons,EdTech,Series A,2300000.0,The world's largest AI Videobot platform providing futuristic solutions for businesses & colleges and employment,2019.0,Early Traction
Rage Coffee,Food & Beverages,Series A,5000000.0,"Rage Coffee is a digitally native FMCG company that manufactures, markets & distributes innovative coffee products.",2018.0,Early Traction
Klub,Financial Services,Series A,20000000.0,Klub was founded with the vision of revolutionizing growth capital for Asia’s most loved brands.a,2019.0,Early Traction
Navia Life Care,Healtcare,Series A,1000000.0,Navia Life Care is a health technlogy company with a special focus on patient care.,2016.0,Early Traction
1K Kirana Bazaar,Retail,Series A,7000000.0,India's First and Largest Network of Small-Town Kirana Stores,2018.0,Early Traction
Zupee,Gaming,Series A,30000000.0,"Mission to improve people’s lives by improving their learning ability, skills and mental aptitude through scientifically designed mental exercises, applications",2018.0,Early Traction
Locale.ai,Location Analytics,Series A,1000000.0,Location Analytics for Companies With Moving Assets and Ground Operations.,2019.0,Early Traction
VerSe Innovation,Media,Series A,450000000.0,"The core of the company (VerSe Innovation), is the idea that technology can help bridge the digital divide.",2018.0,Early Traction
MetroRide,Transportation,Series A,4000000.0,"Urban Mobility Affordable, Punctual & Sustainable.",2020.0,Early Traction
Miko,Consumer Electronics,Series A,28000000.0,"Miko is an advanced robotics startup founded by three IIT Bombay post-graduates on the pillars of robotics, AI & IoT.",2015.0,Early Traction
Whiz League,EdTech,Series A,300000.0,Revolutionizing learning experience that goes beyond academia,2020.0,Early Traction
Hash,Tobacco,Series A,3500000.0,Hash is a new startup in consumer goods.,2020.0,Early Traction
Unacademy,EdTech,Series A,4000000.0,Unacademy aims to build the world's largest online knowledge repository for multi-lingual education.,2015.0,Early Traction
Log 9 Materials,Deeptech,Series A,8500000.0,Log9 Materials is on a mission to make global energy 100% clean.,2014.0,Early Traction
upGrad,EdTech,Series A,25000000.0,"upGrad is India’s largest online higher education company providing programs in Data Science, Technology, Management and Law, to students, working professionals and enterprises.",2015.0,Early Traction
FlashPrep,EdTech,Pre-Seed funding,500000.0,FlashPrep is the smart way to master learning.,2020.0,Ideation
Kenko Health,Insuretech,Series A,1700000.0,"A unique healthcare financing solution focusing on ROI, affordability and superior customer experience",2019.0,Early Traction
Wiz Freight,Logistics & Supply Chain,Seed funding,3500000.0,"Wiz is a tech-enabled freight forwarding platform. We make global shipping efficient, hassle-free and highly visible for businesses.",2020.0,Validation
Credgenics,Financial Services,Series A,25000000.0,Credgenics is India’s first of it's kind NPA resolution platform backed by credible investors including Accel Partners and Titan Capital.,2018.0,Early Traction
BlueLearn,EdTech,Pre-Seed funding,400000.0,"Building India's largest student community. Learn, network, and grow together with 40,000+ students!",2020.0,Ideation
NimbleBox.ai,MLOps platform,Seed funding,1000000.0,A full-stack MLOps platform built to create & launch multi-cloud apps on the cloud,2018.0,Validation
Pickrr,Logistics & Supply Chain,Series B,12000000.0,India's 1st Virtual Logistics solution catering to Global Brands/SMEs/Online sellers/AmazonSellers,2015.0,Scaling
Stellaris Venture Partners,Venture Capital,Series A,225000000.0,Early-stage tech VC in India.,2015.0,Early Traction
Grip Invest,Financial Services,Series A,3000000.0,"Grip offers investment opportunities to invest in physical assets leased to corporates, to earn fixed monthly returns.",2020.0,Early Traction
Heads Up For Tails,Pet care,Series A,37000000.0,"A one stop shop for all pet products with paw prints all across India, we design, manufacture and customize stylish",2008.0,Early Traction
Blue Tokai Coffee Roasters,Food & Beverages,Series B,2000000.0,"Source, roast, and brew India's best single-origin Arabica coffee.",2012.0,Scaling
Neeman,Consumer Goods,Series A,2000000.0,India's first Startup to use the world's most revolutionary Natural & Renewable fibers in Footwear,2017.0,Early Traction
BharatPe,FinTech,Series E,370000000.0,"BharatPe launched India’s first UPI interoperable QR code, first ZERO MDR payment acceptance service, and first UPI payment backed merchant cash advance service.",2018.0,Scaling
GoSats,FinTech,Seed funding,700000.0,GoSats is a bitcoin stacking app that lets users earn bitcoin cashbacks when they shop with our partnered merchants.,2020.0,Validation
StockGro,FinTech,Series A,5000000.0,Making Investment Social- India's First Social Trading Platform,2020.0,Early Traction
Onsurity,Healthcare,Series A,16000000.0,"Onsurity is a HealthTech & Employee Benefits organization, disrupting the SME and startup healthcare market with technology and innovation!",2020.0,Early Traction
Khabri,Media,Series A,2000000.0,Khabri is India’s fastest growing vernacular audio platform targeted at next billion internet users.,2017.0,Early Traction
Celcius,Logistics,Series A,500000.0,Celcius is a asset light startup with a web and app based SaaS platform which brings the complete cold chain solution network ONLINE,2020.0,Early Traction
AyuRythm,Healthcare,Seed funding,1000000.0,AyuRythm is the world's first completely digital solution for personalized holistic wellness based on Ayurvedic principles.,2017.0,Validation
Enguru,EdTech,Series A,4000000.0,Enguru provides a personalized & gamified English learning solution to prepare young adults for the workplace.,2014.0,Early Traction
Rocket Skills,EdTech,Pre-Seed funding,200000.0,Rocket Skills is the #1 Platform for learning skills which will bring a high positive impact on your business and life skills.,2020.0,Ideation
RenewBuy,FinTech,Series C,10000000.0,"Simplify insurance and aim to take it to the last Indian, through our digitally enabled POSP advisors.",2015.0,Scaling
Faarms,AgriTech,Seed funding,2000000.0,FAARMS™ is a new age digital platform which aims to offer a one-stop solution to farmers.,2020.0,Validation
UrbanMatrix Technologies,Drone,Series A,100000.0,Helping Industries & Organizations to seamlessly adopt drones in their workflow to elevate efficiency & profitability,2019.0,Early Traction
Jupiter,Banking,Series B,44000000.0,"A digital banking experience that keeps pace with you, and helps master money too.",2019.0,Scaling
Pixuate,Deeptech,Seed funding,1000000.0,"Pixuate enables intelligent business process automation through advanced computer vision, AI and machine learning.",2012.0,Validation
Playo,SportsTech,Series A,500000.0,Playo is a one stop destination app for all things sports,2014.0,Early Traction
Toothsi,Health,Series B,20000000.0,India’s first and largest at home smile makeover service using invisible aligners.,2018.0,Scaling
Soothe Healthcare,Consumer Goods,Series C,10000000.0,"Soothe is a consumer goods company engaged in manufacture, marketing & distribution of Personal Hygiene products.",2012.0,Scaling
Goodmeetings,Computer software,Series A,1700000.0,AI-Based Platform Built Exclusively for Remote Selling,2020.0,Early Traction
Apnaklub,Wholesale,Seed funding,3500000.0,Apnaklub is India's most trusted wholesale platform that empowers people to set up their own retail and sales businesses by providing better-than-industry margins,2020.0,Validation
ChefKart,Consumer Goods,Pre-Seed funding,300000.0,"ChefKart is an end to end kitchen aide that plans, shops and cooks for you in your home kitchen.",2020.0,Ideation
Fashinza,Apparel & Fashion,Series A,20000000.0,A new-age supply chain and product development platform for the fashion industry.,2020.0,Early Traction
Fabheads,Industrial Automation,Series A,4000000.0,Fabheads is a hardware startup creating automation equipment to manufacture high-end carbon fiber parts.,2015.0,Early Traction
QuickShift,Logistics & Supply Chain,Seed funding,770000.0,"Helping D2C brands scale with our AI powered Dashboard that manages Inventory, Order Processing, WMS, Shipping, Customer Support",2016.0,Validation
StackBOX,Logistics & Supply Chain,Series A,1200000.0,DISTRIBUTION SIMPLIFIED,2016.0,Early Traction
MedPrime Technologies,Healthcare,Seed funding,1000000.0,"MedPrime Technologies is a medical device company, dedicated to developing the best, customer-centric solutions for the healthcare needs of the world.",2014.0,Validation
infra.market,Construction,Series D,125000000.0,Infra.Market is a Construction Solutions company that leverages technology to provide an enhanced procurement experience for all players in the construction ecosystem.,2016.0,Scaling
CollegeDekho,E-learning,Series B,35000000.0,"Collegedekho.com is Student’s Partner, Friend & Confidante, To Help Him Take a Decision and Move On to His Career Goals",2015.0,Scaling
BOX8,Food & Beverages,Series A,40000000.0,India's Largest Desi Meals Brand,2012.0,Early Traction
Simpl,Consumer Services,Series B,40000000.0,"Simpl empowers merchants to build trusted relationships with their customers one transaction at a time through one-click checkout, personalized PoS credit and intelligent loyalty rewards",2015.0,Scaling
8i Ventures,Venture Capital & Private Equity,Series A,50000000.0,8i is a Mumbai & Bangalore based early stage fund that backs founders creating fintech and consumer category leaders in India.,2018.0,Early Traction
PayGlocal,Financial Services,Series A,4900000.0,PayGlocal is a FinTech solving for global payments acceptance,2021.0,Early Traction
Curefit,"Health, Wellness & Fitness",Series A,145000000.0,Tata Digital-backed Curefit,2016.0,Early Traction
Pocket FM,OTT,Series B,22000000.0,"Pocket FM lets users discover and enjoy the greatest selection of audio content ranging from audiobooks, stories and podcasts from the most diverse creator community.",2018.0,Scaling
CHARGE+ZONE,Automotive,Series A,10000000.0,CHARGE+ZONE is a tech-driven EV Charging infrastructure company specializing in B2B and B2C charging services on both dedicated and opportunity based charging using smart-grid network.,2018.0,Early Traction
PlanetSpark,Education Management,Series B,13000000.0,PlanetSpark is building the World Leader in Communication Skills for children in the age groups of 4 to 14 years,2017.0,Scaling
LenDenClub,Financial Services,Series A,10000000.0,P2P lending platform delivering high returns of up to 12% p.a. for 5 years to investors.,2015.0,Early Traction
CometChat,Computer Software,Series A,10000000.0,"Voice, video & text chat SDKs, APIs & Plugins for Developers.",2009.0,Early Traction
AgroStar,AgriTech,Series D,70000000.0,"AgroStar is one of India’s foremost AgTech start-ups, working on the mission of #HelpingFarmersWin.",2013.0,Scaling
Bizongo,Information Technology & Services,Series D,100000000.0,Bizongo is India’s largest B2B platform for made-to-order products.,2015.0,Scaling
Probus Insurance,Insurance,Series A,6700000.0,Probus Insurance is a leading InsurTech platform in India.,2002.0,Early Traction
MoEngage,Software Startup,Series D,30000000.0,Insights-led customer engagement platform for the customer-obsessed marketers & product owners.,2014.0,Scaling
CloudSEK,Computer & Network Security,Series A,7000000.0,AI-powered Digital Risk Monitoring platform that provides real-time visibility of cyber threats and actionable Intel.,2015.0,Early Traction
Exponent Energy,Automotive,Series A,5000000.0,Simplifying energy for EVs by building a Flexible Energy Stack.,2020.0,Early Traction
Trinkerr,Capital Markets,Series A,6600000.0,Trinkerr is India's first social trading platform.,2021.0,Early Traction
Zorro,Social network,Seed funding,32000000.0,Pseudonymous social network platform,2021.0,Validation
Ultraviolette,Automotive,Series C,150000000.0,Create and Inspire the future of sustainable urban transportation through Accelerated Innovation.,2021.0,Scaling
NephroPlus,Hospital & Health Care,Series E,24000000.0,"A vision and passion of redefining healthcare delivery in India in 2010, NephroPlus today is India’s largest network of dialysis centres.",2009.0,Scaling
Unremot,Information Technology & Services,Seed funding,700000.0,Unremot is a personal office for consultants!,2020.0,Validation
FanAnywhere,Financial Services,Seed funding,1000000.0,Celebrity NFT platform,2021.0,Validation
PingoLearn,E-learning,Series A,200000.0,PingoLearn offers language learning courses with snackable videos.,2021.0,Early Traction
Spry,Music,Seed funding,1500000.0,THE BEST ROYALTY-FREE MUSIC TO CREATE TRENDING VIDEOS,2021.0,Validation
Enmovil,Information Technology & Services,Series A,1300000.0,Enmovil delivers a Business Intelligence Platform driven by a connected asset ecosystem that enables organizations to maximise their operational efficiency.,2015.0,Early Traction
ASQI Advisors,Financial Services,Series A,1000000.0,Bringing Blockchain technology intro mainstream finance!,2019.0,Early Traction
Insurance Samadhan,Insurance,Series A,725000.0,The insurance industry will help in representation with the insurance companies and will help to find adequate redressal for grievances.,2018.0,Early Traction
Evenflow Brands,Consumer Goods,Series A,500000.0,Identify and partner with the upcoming eCommerce-1st brands that sell on marketplaces and have a successful track record of positive reviews & ratings,2020.0,Early Traction
MasterChow,Hauz Khas,Seed funding,461000.0,A ready-to-cook Asian cuisine brand,2020.0,Validation
Fullife Healthcare,Primary Business is Development and Manufacturing of Novel Healthcare Products in Effervescent forms using imported propriety ingredients.,Series A,4000000.0,Varun Khanna,2009.0,Early Traction
MoEVing,MoEVing is India's only Electric Mobility focused Technology Platform with a vision to accelerate EV adoption in India.,Series A,4000000.0,"Vikash Mishra, Mragank Jain",2021.0,Early Traction
Pristyn Care,Hospital & Health Care,Series E,96000000.0,A new age health tech company that aims to simplify the surgery journey of a patient by offering care at every step.,2018.0,Scaling
Plix,"Health, Wellness & Fitness",Series A,5000000.0,Plant-based nutraceutical firm,2018.0,Early Traction
Uni Cards,Financial Services,Series A,70000000.0,"Uni Card splits your payments into 3 parts, over 3 months, at 0 extra costs.",2020.0,Early Traction
Practically,E-learning,Series A,5000000.0,An experiential learning app for grades 6th to 12th.,2018.0,Early Traction
Nestasia,Retail,Series A,4000000.0,"Artisanal, Handmade, bio conscious crafts from South East Asia.",2018.0,Early Traction
